timestamp,close,fast_rsi,mid_rsi,slow_rsi,fast_adx,mfe,mae,final_ret,window_days,fwd_1w,fwd_2w,fwd_30d,fwd_60d,fwd_90d,fwd_180d,fwd_365d
2017-04-28 13:45:00,9312.6,47.678093861724825,47.29178617013696,54.2284972619262,40.593927359651154,0.035634516676330996,-0.0038120396022592873,0.032633206623284616,34.0625,-0.0023087000408049674,0.008016021304469101,0.03266005197259614,0.017642763567639497,0.08195347164057298,0.10548073577733397,0.15453256877778498
2017-06-02 09:15:00,9657.6,56.590801408743836,51.75426867085075,69.63212810208952,25.663343652443608,0.0030131709741552104,-0.009619367130550005,-0.0017033217362492081,19.208333333333332,-0.0022158714380383637,-0.00620754638833676,-0.010991343605036397,0.04540465540092775,0.02254700960901257,0.0748011928429424,0.11007910868124582
2017-06-21 14:30:00,9634.25,49.763978737100864,47.50996894833987,57.62017893749527,44.70375162661716,0.006290058904429463,-0.018543218205880008,0.0023769364506838198,14.791666666666666,-0.014308327062303783,-0.0003684770480316679,0.028118431637127905,0.025092767989205234,0.05338765342398211,0.08033318628850195,0.11471052754495692
2017-07-06 09:45:00,9664.45,66.6373441124799,64.1371143079217,51.08700668244516,26.076127171028688,0.026654387988969797,-0.0013140944388972953,0.019918360589583406,12.979166666666666,0.0225775910682966,0.02519543274578484,0.043763473348198856,0.030684622508264647,0.02298630548039471,0.07996832721986236,0.11526262746457383
2017-07-19 09:30:00,9863.3,43.884628530963596,40.255579676553666,74.66355905854326,42.68027249779058,0.026167702493080425,-0.001059483134447814,0.01820890574148626,15.125,0.0121764521002099,0.02540730789897916,-0.0028894994575852095,0.029756764977239003,0.03643810894933752,0.08898644469903583,0.10989222673952947
2017-08-03 12:45:00,10049.2999,41.50367662304892,40.94491080131522,74.70306974151,33.28485557318205,0.00379130888510959,-0.011264456342874207,-0.009244415125873595,5.885416666666667,-0.0187873684613592,-0.011637616666211659,-0.009224513241962273,-0.02070790025880298,0.03919677031431812,0.0995492332754444,0.12644662938161488
2017-08-09 10:15:00,9965.3,35.8625123463393,31.154304206942786,63.24203571121663,41.4492437395,0.0013547008118171,-0.027390043450774115,-0.006156362578146002,26.208333333333332,-0.016928742737298275,-0.016391879822985622,-0.0007626463829486507,0.0019015985469579277,0.045277111577172846,0.06909976618867475,0.15174656056516111
2017-09-05 09:15:00,9929.95,49.48457184006609,48.8929378199461,51.76699362405547,30.639698046954607,0.024194482348853796,-0.0035448315449726486,0.01731629061576334,16.135416666666668,0.011616362620154197,0.021968892089083925,-3.5246904566577086e-05,0.05156622138077216,0.018303214014169233,0.04517142583799516,0.16134522328914036
2017-09-21 12:45:00,10100.7,38.853131924524426,37.80892015083841,69.70725271732695,37.034963351143105,0.0035244983020978893,-0.03925965527141695,-0.0042967418099736365,19.864583333333332,-0.038101319710515114,-0.019805558030631665,0.010692328254477301,0.01714731652261725,0.03701723642915833,0.0025641787202865807,0.10422048966903286
2017-10-11 09:45:00,10062.7999,66.50295678028299,65.98652511466028,51.486677584383884,30.90200646162065,0.01834479487165397,-0.009107793150095356,0.014826897233641612,7.145833333333333,0.013912628830073492,0.01980563083640363,0.022011766327580506,0.0255098086567338,0.05573996358607913,0.03221768327123353,0.012342499228271464
2017-10-18 13:30:00,10225.5,54.41289230258965,53.13317011350224,65.78337835932028,38.76365880201211,0.0007334604664808175,-0.00937851449806848,-0.0072954965527357585,5.010416666666667,0.006376216321940298,0.01961762261014144,0.009339396606522943,-0.0010953107427509323,0.04792919661630246,0.02799862109432305,0.013485883330888404
2017-10-23 14:00:00,10164.6,42.276920477420994,40.52857581057371,67.10464826071147,45.546713806626705,0.021378106369163596,-0.0006394742537827458,0.017216614524919738,8.052083333333334,0.02043365208665371,0.03062588788540621,0.017993821694901824,0.030596383527143223,0.07398225212994114,0.038919386891761665,-0.0032859138578988922
2017-11-01 09:15:00,10406.7,51.65009409559228,49.941031626868345,73.17265644239438,31.631431352068212,0.005496449402788484,0.0,0.005496449402788484,5.135416666666667,-0.0028923674171447145,-0.02381159253173437,-0.015288227776336427,0.011156264714078379,0.06574609626490613,0.03315171956527996,-0.0016527813812255987
