symbol,timestamp,close,daily_rsi,weekly_rsi,daily_adx,weekly_adx,mfe,mae,final_ret,window_days,fwd_1w,fwd_2w,fwd_30d,fwd_60d,fwd_90d,fwd_180d,fwd_1y,wrsi_bucket,dadx_bucket,wadx_bucket,mfe_bucket
ADANIPOWER,2013-08-12,7.23,36.236001845583885,33.62652976473227,34.61587606293422,23.952890314698543,0.12586445366528354,-0.11756569847856158,-0.03872752420470271,178.0,-0.0027662517289074318,0.023513139695712226,-0.03734439834024905,-0.02904564315352709,-0.02904564315352709,-0.04149377593361003,0.49654218533886585,30-40,30+,20-25,7
ASIANPAINT,2024-07-30,3005.05,53.8083989313762,51.12041759906664,22.12380864750786,16.704484175795184,0.1258548110680353,-0.20503818572070354,-0.2048218831633417,135.0,0.03217916507212859,0.006156303555681308,0.03687126670105312,0.10783514417397377,-0.001064874128550386,-0.25076121861533085,-0.1960865875775777,50-60,20-25,15-20,7
SUNPHARMA,2015-03-05,1038.75,62.27069335454502,59.96395684204633,34.121546336152704,49.56322856985736,0.12567990373044524,-0.027821901323706322,0.10907340553549938,33.0,-0.002503008423585973,0.008664259927797735,0.12567990373044524,-0.08760529482551138,-0.1890252707581228,-0.13169675090252708,-0.17516245487364623,50-60,30+,30+,7
KOTAKBANK,2024-05-14,329.26,42.204386348489166,42.07442324497753,33.41391798321104,32.331388553519034,0.1256757577598251,-0.005071979590597131,0.10122699386503053,99.0,0.03155560954868486,0.03483569215817295,0.04862418757213138,0.11981412865212904,0.07668711656441718,0.05934519832351337,0.27097126890603174,40-50,30+,30+,7
DIVISLAB,2024-04-01,3567.95,42.6705098454394,42.21466106743818,33.89610604597231,17.524387285795058,0.1256744068722937,0.0,0.10119256155495449,47.0,0.06391625443181659,0.0416485657029948,0.11118429350187098,0.20719180481789268,0.28984430835633934,0.5256239577348338,0.5554309897840497,40-50,30+,15-20,7
ADANIENT,2011-06-01,384.97,48.798813962655935,47.29587331556582,26.15148761250616,18.56625464181443,0.12564615424578518,-0.051744291762994554,0.12343818998883016,47.0,-0.014858300646803713,0.02680728368444285,0.10364443982647997,0.0035327428111280312,-0.16738966672727762,-0.5006364132270047,-0.5902537860092995,40-50,25-30,15-20,7
RELIANCE,2023-11-02,1160.1,44.18983492332267,42.68144724624514,25.635746212206772,28.428422895051916,0.1256357210585295,-0.0041548142401516275,0.1121886044306526,68.0,-0.0041548142401516275,0.01745539177657096,0.043099732781656686,0.11639513835014248,0.22974743556589972,0.26454615981380925,0.1539091457632964,40-50,25-30,25-30,7
BEL,2019-08-23,33.3,46.77988338626653,46.43293087633,30.850124342124268,24.648134451566996,0.12552552552552543,0.0,0.10600600600600596,53.0,0.03003003003003002,0.09159159159159169,0.12552552552552543,0.15465465465465478,0.10510510510510507,-0.15225225225225214,0.14714714714714727,40-50,30+,20-25,7
BAJAJ-AUTO,2026-04-09,9517.0,51.519292842274304,47.83112127729202,31.28147786884511,27.708087265633857,0.1255122412524956,-0.0022591152674161785,0.09934853420195444,41.0,0.03236313964484605,0.003520016812020632,0.1133235263213197,0.07502364190396138,0.06798360827992012,,,40-50,30+,25-30,7
HINDZINC,2018-07-24,272.6,38.50236613400049,36.814577437770566,24.180611154636104,34.703007376926756,0.1254585473220835,-0.009537784299339824,0.018341892883345645,94.0,0.02732942039618491,0.04823917828319879,0.0498899486426998,0.09079236977256055,0.03503301540718984,-0.01852531181217909,-0.19754218635363174,30-40,20-25,30+,7
POWERGRID,2019-05-28,106.99,48.88956033791381,45.622066040561684,29.198188395679153,27.763509004419717,0.12515188335358451,-0.010000934666791195,0.046733339564445364,135.0,0.014393868585849123,0.01813253575100493,0.09197121226282823,0.09299934573324609,0.06673520889802775,0.04411627254883643,-0.17375455650060745,40-50,25-30,25-30,7
M&M,2006-07-31,147.53,50.16595178189514,47.74385270647686,23.672673946916277,39.67030109618542,0.12505930997085324,-0.009354029688876775,0.11970446688809044,56.0,0.00013556564766492585,0.05097268352199569,0.1139429268623331,0.15251135362299184,0.3393885989290313,0.5680878465396868,0.23500305022707235,40-50,20-25,30+,7
HDFCBANK,2022-10-24,730.53,52.97859050389657,51.91515860063724,19.954927514070217,18.986127122879385,0.1250461993347296,-0.006953855420037458,0.1250461993347296,49.0,0.024393248737218265,0.03267490725911326,0.09452041668377764,0.093493764800898,0.1451275101638536,0.15543509506796438,0.02425636181950086,50-60,15-20,15-20,7
HINDUNILVR,2007-08-28,202.1,50.826767300956746,49.7630356861054,15.945510076828999,21.894007684010177,0.1249381494309747,-0.045522018802572894,-0.0009896091044037103,86.0,0.04403760514596744,0.07422068283028205,0.08312716476991588,0.08659079663532898,0.04057397328055434,0.06729341909945563,0.2196932211776348,40-50,15-20,20-25,7
NTPC,2015-09-09,100.75,35.20922489129131,30.93674630920829,55.283857710516415,37.960910545242285,0.12486352357320096,-0.013598014888337562,0.10461538461538478,98.0,0.057468982630273,0.003275434243176223,0.042183622828784184,0.10461538461538478,0.07573200992555829,0.05498759305210932,0.32138957816377167,30-40,30+,30+,7
EICHERMOT,2017-01-02,2252.4,49.60249768181101,46.27461075838648,32.02071603711713,32.893249026385206,0.12463594388208143,-0.014540046172971,0.09622624755816012,74.0,0.021128573965547792,-0.008022553720476,0.06684869472562593,0.02509767359261228,0.13406144556917066,0.2327650506126797,0.2728733795063043,40-50,30+,30+,7
HINDZINC,2010-12-21,109.85,60.144848316394274,57.496126886086515,25.184167640711696,25.06281640800324,0.12462448793809755,-0.037687756030951314,0.037869822485207205,72.0,0.006918525261720543,0.08320436959490207,0.0609922621756942,0.012562585343650623,0.002822030040964929,0.032134729176149346,-0.04205735093309049,50-60,25-30,25-30,7
SUNPHARMA,2022-06-29,838.7,45.78485223741374,44.81808206472131,30.4286396615879,24.870950069087044,0.12459759151067118,-0.011267437701204308,0.07940860856086784,84.0,-0.0011923214498629209,0.025575295099558693,0.12459759151067118,0.04834863479193996,0.06969118874448532,0.19238106593537596,0.2538452366758077,40-50,30+,20-25,7
ICICIBANK,2017-01-06,234.68,48.54479416582044,47.65312192978795,26.51995771164007,19.88676008956337,0.1245525822396456,-0.0038776205897391725,0.11061871484574737,87.0,0.038350093744673686,0.020538605761036166,0.1245525822396456,0.06915800238622793,0.08794954832111812,0.24786943923640714,0.3386313277654678,40-50,25-30,15-20,7
LT,2021-05-12,1385.3,53.26229494649151,51.62066699145791,27.670236325063996,31.30757794577914,0.12452176423879302,0.0,0.11506532880964415,63.0,0.0131018551938209,0.06323540027430896,0.08528838518732407,0.08333934887749939,0.14664693568180187,0.3892658629899661,0.10167472749584938,50-60,25-30,30+,7
SBIN,2008-09-01,141.56,42.82123909941402,41.49421006671603,20.827932933771493,30.334076361716452,0.12447018931901677,-0.06873410567957039,0.05969200339078817,44.0,0.12447018931901677,0.05262786097767713,0.06272958462842615,-0.21609211641706694,-0.25395591975134224,-0.2974710370161062,0.22435716304040687,40-50,20-25,30+,7
TVSMOTOR,2020-08-17,426.8,63.64292119469994,63.58813445360781,33.205835412340335,30.901674071923722,0.12441424554826619,-0.010426429240862234,0.12429709465791938,81.0,0.05154639175257736,0.014175257731958713,0.08282567947516384,0.08540299906279292,0.11363636363636354,0.4777413308341143,0.2413308341143392,60+,30+,30+,7
TCS,2022-10-04,3091.15,40.21630985103425,38.67913728052334,34.80984236658511,38.22531295414386,0.12438736392604688,-0.0084919851835078,0.07867622082396508,100.0,-0.006987690665286372,0.01732364977435563,0.03739708522718077,0.10829303010206548,0.055092764828623464,0.035213431894278724,0.1444769745887453,30-40,30+,30+,7
