symbol,timestamp,entry_open,entry_high,entry_low,entry_close,daily_rsi,weekly_rsi,daily_adx,weekly_adx,mfe,mae,final_ret,window_days,comment,fwd_1w,o_1w,h_1w,l_1w,c_1w,date_1w,fwd_2w,o_2w,h_2w,l_2w,c_2w,date_2w,fwd_30d,o_30d,h_30d,l_30d,c_30d,date_30d,fwd_60d,o_60d,h_60d,l_60d,c_60d,date_60d,fwd_90d,o_90d,h_90d,l_90d,c_90d,date_90d,fwd_120d,o_120d,h_120d,l_120d,c_120d,date_120d,fwd_180d,o_180d,h_180d,l_180d,c_180d,date_180d,fwd_270d,o_270d,h_270d,l_270d,c_270d,date_270d,fwd_365d,o_365d,h_365d,l_365d,c_365d,date_365d,batch,mfe_bucket,reviewed
TECHNOE,2024-03-28,741.05,783.35,731.2,771.75,53.90590049506949,51.3885771529162,31.021798768122324,34.988289396110815,1.242695173307418,0.0,1.2281179138321994,197.0,,0.0451571104632329,826.0,826.5,802.25,806.6,2024-04-04,0.060835762876579214,827.35,844.95,808.5,818.7,2024-04-12,0.3204405571752509,988.0,1067.55,988.0,1019.05,2024-04-29,0.36099773242630384,1177.35,1177.35,1000.55,1050.35,2024-05-27,0.9966958211856172,1588.0,1590.0,1520.0,1540.95,2024-06-26,1.187301587301587,1700.1,1722.0,1660.0,1688.05,2024-07-26,1.0443796566245545,1543.95,1609.0,1539.0,1577.75,2024-09-24,1.119339164237123,1675.0,1710.0,1605.65,1635.6,2024-12-23,0.2999028182701653,1020.0,1048.1,1000.0,1003.2,2025-03-28,10,9,False
SCHNEIDER,2023-04-03,157.2,163.5,155.9,162.7,45.73970322728353,42.47113054017057,31.40339098700109,23.689787430589845,1.2375537799631227,-0.004609711124769489,1.0934234787953292,248.0,,0.0012292562999387524,165.5,166.25,162.5,162.9,2023-04-10,0.02581438229870936,162.9,170.4,161.55,166.9,2023-04-17,0.12138905961893065,181.5,187.5,180.0,182.45,2023-05-03,0.5473263675476339,253.7,258.95,250.4,251.75,2023-06-02,0.6075599262446223,262.0,266.9,259.1,261.55,2023-07-03,0.7443146896127844,284.0,288.5,282.0,283.8,2023-08-01,1.2249539028887524,364.0,366.9,359.8,362.0,2023-10-03,1.5150583896742473,407.45,411.5,400.0,409.2,2023-12-29,4.0215119852489245,817.0,817.0,790.5,817.0,2024-04-02,7,9,False
ORCHPHARMA,2023-11-02,491.4,503.85,484.0,489.8,44.96678014497013,44.50506146995537,30.624358505334357,32.99816165674545,1.2302980808493262,0.0,1.2302980808493262,103.0,,0.10647202939975497,542.6,547.4,531.05,541.95,2023-11-09,0.09452837893017563,540.0,551.0,532.5,536.1,2023-11-16,0.18231931400571666,600.15,600.95,576.0,579.1,2023-12-04,0.48856676194365045,712.5,733.45,709.9,729.1,2024-01-01,0.7249897917517354,915.0,948.7,836.0,844.9,2024-01-31,1.398938342180482,1195.35,1226.05,1168.85,1175.0,2024-03-01,1.2022253981216826,1095.5,1100.0,1072.05,1078.65,2024-04-30,1.8031849734585546,1450.0,1451.45,1338.05,1373.0,2024-07-29,1.9506941608819925,1468.8,1468.8,1430.05,1445.25,2024-11-01,16,9,False
PURVA,2023-09-11,115.5,120.5,115.5,117.65,70.0357023236158,68.98394461898968,42.99095947880704,36.74179060393119,1.2209944751381214,-0.09689757756056105,0.9621759456013599,206.0,,-0.06162345941351466,109.95,114.4,109.1,110.4,2023-09-18,-0.05439864003399919,108.85,113.8,106.95,111.25,2023-09-25,0.1674458138546535,136.95,140.9,135.05,137.35,2023-10-11,0.2562685932851678,146.0,149.5,145.5,147.8,2023-11-10,0.692732681682958,189.85,202.0,185.95,199.15,2023-12-11,0.8767530811729707,205.95,229.0,205.95,220.8,2024-01-09,0.885252868678283,231.95,233.2,220.0,221.8,2024-03-11,2.5057373565660854,395.0,412.45,395.0,412.45,2024-06-07,2.7309817254568634,433.0,444.9,433.0,438.95,2024-09-10,15,9,False
V2RETAIL,2024-06-12,64.0,64.0,59.4,61.33,69.53866100291312,69.16839865333321,41.08019251062315,48.999498379570156,1.214576879178216,-0.005543779553236483,1.214576879178216,111.0,,0.06831893037665093,62.88,65.53,62.0,65.52,2024-06-19,0.18734713843143647,71.5,72.82,69.7,72.82,2024-06-26,0.2709929887493887,76.28,77.95,75.6,77.95,2024-07-12,0.5687265612261536,95.0,96.21,93.33,96.21,2024-08-12,0.7203652372411546,106.02,109.8,104.0,105.51,2024-09-10,1.3363769770096199,143.5,147.4,141.01,143.29,2024-10-10,1.2644708951573453,139.82,141.1,136.18,138.88,2024-12-09,1.7909669003750204,170.97,175.0,162.53,171.17,2025-03-10,1.9434208380890268,183.89,183.9,179.1,180.52,2025-06-12,13,9,False
IFCI,2023-09-04,16.1,17.55,16.05,17.4,68.3789922704664,68.06168388160538,55.34412340477914,55.602472540519024,1.2126436781609198,-0.08908045977011492,1.2126436781609198,138.0,,0.017241379310344973,17.4,17.95,17.15,17.7,2023-09-11,0.07183908045977017,16.8,19.2,16.55,18.65,2023-09-18,0.36494252873563227,24.0,25.1,23.25,23.75,2023-10-04,0.3563218390804599,22.65,23.85,22.4,23.6,2023-11-03,0.6379310344827587,25.6,28.85,25.2,28.5,2023-12-04,0.6522988505747127,29.05,29.35,28.25,28.75,2024-01-02,1.6293103448275863,45.85,46.8,45.4,45.75,2024-03-02,2.3390804597701154,58.3,59.2,55.9,58.1,2024-05-31,3.2413793103448274,72.99,75.75,72.5,73.8,2024-09-03,8,9,False
HEMIPROP,2023-08-01,108.0,114.9,108.0,113.8,63.4883957727179,60.99411500337618,34.851922367158764,41.33448224545484,1.211335676625659,-0.048330404217926226,0.6811950790861159,338.0,,-0.024165202108963113,113.2,113.35,110.7,111.05,2023-08-08,-0.0465729349736379,108.35,111.0,107.45,108.5,2023-08-16,0.03471001757469239,119.9,119.9,116.95,117.75,2023-08-31,0.013181019332161759,115.65,116.25,115.1,115.3,2023-10-03,0.22012302284710006,133.45,140.0,130.3,138.85,2023-10-30,0.20254833040421794,138.85,139.4,136.3,136.85,2023-11-29,0.5821616871704747,177.25,184.1,177.25,180.05,2024-01-29,0.8919156414762743,214.0,221.5,213.75,215.3,2024-04-29,0.9115992970123024,220.0,222.11,217.01,217.54,2024-07-31,16,9,False
BBOX,2026-04-09,503.0,503.0,485.5,488.0,45.54720334185415,44.48221368260258,19.976085131247864,16.421410960353025,1.209426229508197,0.0,0.5799180327868851,134.0,,0.08668032786885238,535.8,538.3,528.6,530.3,2026-04-16,0.12356557377049171,531.95,551.0,530.0,548.3,2026-04-23,0.6149590163934426,759.7,802.0,749.0,788.1,2026-05-11,1.0618852459016392,1049.0,1080.0,995.0,1006.2,2026-06-08,0.90922131147541,948.0,963.1,923.0,931.7,2026-07-08,0.5255122950819673,741.35,748.45,735.05,744.45,2026-08-07,,,,,,,,,,,,,,,,,,,10,9,False
CUPID,2023-11-02,6.3,7.07,6.24,6.89,85.64613643024822,85.27828723505928,80.54006625262338,69.03138758144759,1.2089985486211905,0.0,1.2089985486211905,69.0,,0.07837445573294621,7.1,7.85,6.9,7.43,2023-11-09,0.24092888243831667,8.8,8.89,8.35,8.55,2023-11-16,0.2525399129172716,8.43,8.75,8.25,8.63,2023-12-04,0.6952104499274312,11.74,11.76,10.64,11.68,2024-01-01,1.5558780841799709,17.5,18.0,17.45,17.61,2024-01-31,2.9666182873730045,27.0,28.0,26.7,27.33,2024-03-01,2.145137880986938,22.0,22.6,21.6,21.67,2024-04-30,1.67489114658926,18.43,18.43,18.43,18.43,2024-07-29,1.3962264150943398,16.26,16.76,16.2,16.51,2024-11-01,9,9,False
NAVA,2024-06-10,294.5,304.9,294.38,299.7,63.04732809028404,60.517231500947744,29.565993743793452,24.988377918967426,1.1958625291958627,0.0,0.7142142142142143,169.0,,0.16332999666332992,324.85,351.0,319.65,348.65,2024-06-18,0.25385385385385373,373.0,381.4,373.0,375.78,2024-06-24,0.2274941608274943,376.0,377.0,358.68,367.88,2024-07-10,0.530296963630297,480.0,499.5,450.15,458.63,2024-08-09,0.6438104771438105,489.98,494.93,480.03,492.65,2024-09-09,0.7200533867200534,495.0,516.45,482.5,515.5,2024-10-08,0.7413413413413414,520.0,535.0,505.03,521.88,2024-12-09,0.4662996329662996,440.05,448.0,431.85,439.45,2025-03-07,0.7400734067400734,533.0,533.0,518.3,521.5,2025-06-10,8,9,False
ACE,2023-02-07,348.0,364.95,337.1,361.55,61.610818290460685,60.174072724118545,24.90592494063825,24.246582904918498,1.1929193749135667,-0.04771124325819387,1.1257087539759367,265.0,,0.04577513483612239,373.1,383.0,370.2,378.1,2023-02-14,0.0319457889641821,373.95,383.35,368.65,373.1,2023-02-21,0.04397731987276998,383.4,388.95,375.3,377.45,2023-03-09,0.12308117826026832,419.0,423.0,398.3,406.05,2023-04-10,0.23910939012584698,447.5,451.6,445.3,448.0,2023-05-08,0.35956299267044667,493.0,500.3,490.15,491.55,2023-06-07,1.0218503664776657,724.3,736.95,705.1,731.0,2023-08-07,1.376849675010372,865.0,879.7,842.0,859.35,2023-11-06,2.089199280874015,1035.0,1170.0,1025.0,1116.9,2024-02-07,11,9,False
WEBELSOLAR,2026-03-12,56.5,57.3,54.05,55.96,29.185225011605123,28.615743934789396,39.38837667037988,59.995009411608024,1.1837026447462473,-0.0573624017155111,0.47873481057898504,162.0,,0.1147248034310222,60.4,64.8,59.71,62.38,2026-03-19,0.2646533238027162,73.0,75.49,69.75,70.77,2026-03-27,0.42280200142959257,76.81,81.58,75.01,79.62,2026-04-13,0.9781987133666905,113.6,114.35,110.16,110.7,2026-05-11,0.8507862759113651,104.0,107.0,103.3,103.57,2026-06-10,0.7843102215868476,101.0,101.84,98.07,99.85,2026-07-10,,,,,,,,,,,,,,,,,,,16,9,False
GODFRYPHLP,2024-02-19,849.22,906.59,843.56,893.59,64.4499900503383,63.57961929044823,44.041088594738234,32.19445250042505,1.1805302207947714,-0.016282635213017205,1.1805302207947714,183.0,,0.03947000302151982,920.57,937.22,920.57,928.86,2024-02-26,0.12656811289293746,996.66,1011.66,974.41,1006.69,2024-03-04,0.11114717040253352,1023.32,1037.27,988.19,992.91,2024-03-20,0.14097069125661643,992.66,1023.09,986.66,1019.56,2024-04-19,0.46719412706050867,1376.32,1376.32,1301.67,1311.07,2024-05-21,0.584026231269374,1379.99,1454.65,1357.39,1415.47,2024-06-18,0.9541176602244879,1511.82,1814.18,1506.65,1746.18,2024-08-19,1.2442171465660987,1988.33,2032.98,1971.51,2005.41,2024-11-18,1.552524088228382,2280.44,2580.57,2177.53,2280.91,2025-02-18,5,9,False
GMDCLTD,2023-08-23,196.0,224.7,195.8,221.05,69.13539975463694,65.36311656987172,35.6148201008928,41.88496938030086,1.1664781723591946,-0.034607554851843525,1.1664781723591946,139.0,,0.14069215109703692,248.85,261.4,247.05,252.15,2023-08-30,0.19837140918344254,257.95,269.2,256.0,264.9,2023-09-06,0.2085501017869258,274.4,274.4,265.45,267.15,2023-09-22,0.5960190002261931,393.25,396.0,343.0,352.8,2023-10-23,0.7762949558923318,393.95,404.25,391.4,392.65,2023-11-21,0.829676543768378,388.9,406.9,382.0,404.45,2023-12-21,0.8466410314408503,409.55,419.4,397.85,408.2,2024-02-19,0.9366659126894368,434.0,434.75,424.0,428.1,2024-05-21,0.6783533137299254,374.0,376.6,370.1,371.0,2024-08-22,7,9,False
JSWHL,2024-08-22,7000.0,7168.95,7000.0,7125.15,52.65949182457385,50.83642000857961,32.624864835944635,24.31944447142268,1.1662491315972296,-0.009733128425366444,1.1662491315972296,78.0,,0.011452390475990004,7208.0,7300.0,7150.0,7206.75,2024-08-29,0.06515652302056796,7588.0,7899.0,7516.55,7589.4,2024-09-05,0.1638281299341069,7975.0,8379.0,7974.95,8292.45,2024-09-23,0.5101927678715537,9489.0,11145.1,9489.0,10760.35,2024-10-21,1.3368560661880804,16660.0,17000.0,16650.45,16650.45,2024-11-21,1.0235995031683545,14900.0,14900.0,14300.0,14418.45,2024-12-20,1.110909945755528,14500.0,15299.9,14400.0,15040.55,2025-02-18,2.390104067984534,24235.0,24400.0,23825.0,24155.0,2025-05-19,1.5251398216177905,18297.0,18380.0,17909.0,17992.0,2025-08-22,8,9,False
PRUDENT,2024-05-21,1624.25,1638.3,1603.05,1630.35,67.40715550569615,67.0598092067014,33.58961938001947,35.683781199677476,1.1593522863188888,-0.05452816879811073,0.21069095592970832,290.0,,0.014107400251479829,1745.0,1745.05,1632.5,1653.35,2024-05-28,-0.020854417763056965,1660.6,1681.3,1519.65,1596.35,2024-06-04,0.12472781917993081,1843.6,1872.0,1815.1,1833.7,2024-06-20,0.222528904836385,2030.0,2055.95,1960.0,1993.15,2024-07-22,0.46118931517772266,2541.0,2541.0,2316.0,2382.25,2024-08-19,0.42230195970190443,2358.0,2365.05,2300.0,2318.85,2024-09-18,0.8219400742171927,3023.0,3023.95,2942.55,2970.4,2024-11-18,0.23231208022817196,2007.0,2198.0,1995.7,2009.1,2025-02-17,0.5975097371729998,2598.7,2643.6,2546.4,2604.5,2025-05-21,11,9,False
BALAMINES,2025-12-10,1144.0,1154.6,1120.0,1126.8,28.78126822948428,28.372685476561905,55.336179401410874,38.39663894731525,1.1431487397941074,-0.1327653532126375,0.8388356407525737,254.0,,-0.03088391906283272,1109.8,1109.8,1090.0,1092.0,2025-12-17,-0.0009762158324457815,1125.5,1146.1,1124.0,1125.7,2025-12-24,0.03328008519701808,1220.0,1227.0,1142.2,1164.3,2026-01-09,0.024849130280440113,1139.0,1162.0,1126.8,1154.8,2026-02-09,-0.0882144124955625,1010.8,1050.0,1010.8,1027.4,2026-03-10,-0.05391373801916932,1078.3,1099.0,1058.0,1066.05,2026-04-09,0.855608803691871,2029.1,2141.5,1989.4,2090.9,2026-06-08,,,,,,,,,,,,,15,9,False
RVNL,2023-03-28,66.7,66.95,64.6,66.2,53.63137516927784,52.48566608574611,17.422290466905487,38.931258037303785,1.1397280966767371,0.0,1.0891238670694863,157.0,,0.13595166163142003,76.65,77.6,74.1,75.2,2023-04-05,0.11027190332326287,74.4,74.6,73.25,73.5,2023-04-11,0.5589123867069485,104.95,106.0,100.75,103.2,2023-04-27,0.8368580060422959,116.95,121.6,116.6,121.6,2023-05-29,0.862537764350453,123.0,124.7,122.3,123.3,2023-06-26,1.0279456193353473,131.15,135.55,130.55,134.25,2023-07-26,1.5649546827794563,167.35,171.7,164.8,169.8,2023-09-25,1.6986404833836857,177.75,180.5,175.4,178.65,2023-12-26,2.8670694864048336,262.6,266.3,254.4,256.0,2024-03-27,4,9,False
TIMETECHNO,2023-05-18,40.58,41.8,40.45,40.78,45.51201894210055,45.49133714140748,17.613717558752402,17.86401705105475,1.1321726336439433,0.0,1.1321726336439433,181.0,,0.04708190289357539,42.8,42.95,42.38,42.7,2023-05-25,0.19494850416871,46.9,49.5,46.75,48.73,2023-06-01,0.43575282000980864,58.25,59.13,57.1,58.55,2023-06-19,0.6920058852378617,66.7,69.3,66.23,69.0,2023-07-17,0.6314369789112311,66.38,67.0,65.58,66.53,2023-08-16,0.9232466895537028,78.5,80.5,77.65,78.43,2023-09-15,1.1321726336439433,87.25,88.28,85.0,86.95,2023-11-15,1.1292300147130945,89.5,91.3,85.9,86.83,2024-02-12,2.545365375183914,143.5,146.68,142.0,144.58,2024-05-17,12,9,False
NBCC,2023-09-05,37.57,40.77,36.7,39.77,75.05827613035449,74.57643253221565,53.046175072473055,43.97861535668211,1.1289917022881566,-0.08297711843097821,1.1289917022881566,146.0,,-0.08297711843097821,40.4,40.43,36.27,36.47,2023-09-12,-0.006789036962534634,39.63,40.8,39.33,39.5,2023-09-20,-0.03193361830525532,38.6,39.0,38.33,38.5,2023-10-05,0.13075182298214716,45.1,45.4,44.67,44.97,2023-11-06,0.3175760623585615,51.33,53.0,50.93,52.4,2023-12-04,0.47523258737742013,53.73,59.03,53.17,58.67,2024-01-03,1.2185064118682423,89.97,90.17,88.0,88.23,2024-03-04,1.5252703042494344,103.33,104.0,98.0,100.43,2024-06-03,2.0973095297963287,122.03,125.73,122.03,123.18,2024-09-04,6,9,False
FORCEMOT,2025-05-07,9825.0,10399.5,9824.5,10291.0,67.4873037962798,65.80386499559245,35.31316108169027,38.63036929233719,1.1277815567000293,-0.05621416771936638,0.7154795452336993,177.0,,0.012292294237683521,10615.0,10947.0,10353.5,10417.5,2025-05-14,0.030317753376736922,10495.0,10660.0,10317.5,10603.0,2025-05-21,0.21484792537168396,12770.0,12893.0,12332.0,12502.0,2025-06-06,0.44203673112428343,14341.0,14959.0,14177.0,14840.0,2025-07-07,0.732484695364882,17126.0,17899.0,16900.0,17829.0,2025-08-05,0.7574579729861044,20240.0,20240.0,17904.0,18086.0,2025-09-04,0.792051306967253,17860.0,18573.0,17744.0,18442.0,2025-11-03,0.8248955397920512,19500.0,19502.0,18500.0,18780.0,2026-02-01,1.0116606743756682,20350.0,21074.0,19978.0,20702.0,2026-05-07,6,9,False
PCJEWELLER,2023-12-11,3.15,3.15,3.06,3.08,55.05426176109641,52.01144092076751,32.61820364750852,43.57841995685456,1.1266233766233764,-0.012987012987012991,0.616883116883117,178.0,,0.15909090909090895,3.28,3.6,3.23,3.57,2023-12-18,0.5097402597402598,5.13,5.18,4.65,4.65,2023-12-26,1.0876623376623376,6.5,6.55,6.31,6.43,2024-01-10,0.7012987012987013,5.42,5.45,5.14,5.24,2024-02-09,0.8928571428571428,6.19,6.29,5.83,5.83,2024-03-11,0.857142857142857,5.95,5.96,5.68,5.72,2024-04-09,0.7759740259740258,5.3,5.53,5.2,5.47,2024-06-10,2.9967532467532467,12.42,12.73,11.98,12.31,2024-09-06,4.6980519480519485,17.9,17.99,17.43,17.55,2024-12-10,13,9,False
PFC,2023-05-30,139.96,145.32,139.0,144.92,63.1332585255107,62.307193957318795,27.186277503001637,33.02340176019039,1.1218603367375106,0.0,1.1218603367375106,167.0,,0.07369583218327369,155.52,157.76,153.32,155.6,2023-06-06,0.12089428650289813,162.04,163.32,158.4,162.44,2023-06-13,0.19182997515870825,176.0,176.2,171.44,172.72,2023-06-30,0.4430030361578803,204.8,209.6,203.2,209.12,2023-07-31,0.5017940932928513,217.12,218.36,214.64,217.64,2023-08-28,0.7226745790781122,236.15,254.1,235.45,249.65,2023-09-27,1.2119100193210048,314.95,322.0,309.55,320.55,2023-11-28,1.8391526359370687,411.85,416.5,405.65,411.45,2024-02-26,2.519873033397737,512.95,524.35,508.65,510.1,2024-05-29,2,9,False
ITI,2023-09-04,121.35,129.65,121.0,127.9,65.48480983688665,65.24773738308318,42.48142414821968,75.78206188075215,1.1196247068021892,-0.02697419859265049,1.1196247068021892,39.0,,0.16731821735731045,125.45,149.3,124.5,149.3,2023-09-11,0.47458952306489444,196.85,199.6,186.2,188.6,2023-09-18,0.5156372165754495,200.7,202.8,190.05,193.85,2023-10-04,1.121188428459734,273.7,276.35,269.0,271.3,2023-11-03,1.1473807662236117,274.0,281.45,267.8,274.65,2023-12-04,1.433150899139953,311.0,322.6,305.6,311.2,2024-01-02,1.3080531665363564,291.75,299.75,291.0,295.2,2024-03-02,1.3229085222830337,303.45,305.0,293.4,297.1,2024-05-31,1.3428459734167317,301.0,305.85,298.6,299.65,2024-09-03,6,9,False
DIXON,2024-04-02,7579.9,7950.0,7554.15,7915.5,72.13906424691312,69.3637203192279,32.58746923178009,41.94381710640821,1.1178573684542985,-0.05270039795338255,1.1178573684542985,244.0,,-0.028178889520560912,7800.0,7878.3,7590.0,7692.45,2024-04-09,-0.0449181984713537,7619.8,7673.85,7461.85,7559.95,2024-04-16,0.06251026467058285,8361.0,8424.0,8270.45,8410.3,2024-05-02,0.24894194933990277,9639.9,9949.45,9537.8,9886.0,2024-06-03,0.5724148821931654,12099.0,12495.85,12086.45,12446.45,2024-07-01,0.5294611837533953,12601.1,12690.0,12060.1,12106.45,2024-07-31,0.7437875055271304,14024.6,14036.8,13754.0,13802.95,2024-09-30,1.28710757374771,18035.0,18250.0,17733.8,18103.6,2024-12-30,0.6992862105994568,12950.0,13485.0,12899.75,13450.7,2025-04-02,4,9,False
JSLL,2022-11-04,16.32,16.32,16.32,16.32,42.55651018039499,37.69560789367869,19.76367910466653,25.021766044518696,1.1035539215686274,0.0,0.9877450980392155,159.0,,0.028799019607843146,16.89,16.89,16.79,16.79,2022-11-11,0.7291666666666665,23.98,28.22,23.98,28.22,2022-11-18,0.8584558823529411,30.0,30.77,30.0,30.33,2022-12-05,0.7022058823529411,28.08,28.08,27.22,27.78,2023-01-03,0.9473039215686274,31.78,31.78,31.78,31.78,2023-02-02,0.8517156862745097,30.28,30.28,30.22,30.22,2023-03-06,1.0422794117647056,33.22,33.33,33.22,33.33,2023-05-03,4.552083333333333,90.0,96.33,89.33,90.61,2023-08-01,7.988357843137255,155.0,156.8,146.3,146.69,2023-11-06,12,9,False
SMLMAH,2025-07-01,2112.5,2276.0,2112.5,2237.5,65.36004905279061,63.112182315444976,44.30603848560843,38.41283563684978,1.0991284916201116,0.0,0.3566927374301676,122.0,,0.27365363128491627,2696.8,2897.8,2673.1,2849.8,2025-07-08,0.42775418994413394,3218.0,3310.8,3130.2,3194.6,2025-07-15,0.47754189944134073,3299.0,3412.0,3193.0,3306.0,2025-07-31,0.8264134078212291,4246.0,4273.3,4016.6,4086.6,2025-09-01,0.4162234636871509,3200.0,3259.9,3109.2,3168.8,2025-09-29,0.3504804469273741,3289.9,3331.5,3014.8,3021.7,2025-10-29,0.7030167597765362,3661.0,3810.5,3580.2,3810.5,2025-12-29,0.6896983240223462,3839.7,3954.3,3780.1,3780.7,2026-03-30,0.7700558659217878,4089.9,4089.9,3905.0,3960.5,2026-07-01,14,9,False
SYRMA,2023-05-12,301.85,316.0,301.5,312.9,60.02667935258313,58.12434972191582,41.233083844255326,24.177657724662495,1.098434004474273,-0.020773410035154982,0.8141578779162673,203.0,,0.04985618408437209,330.0,335.4,313.4,328.5,2023-05-19,0.17002237136465337,366.0,368.9,361.7,366.1,2023-05-26,0.2869926494087569,404.2,407.5,398.0,402.7,2023-06-12,0.43672099712368184,444.95,457.7,441.85,449.55,2023-07-11,0.5178970917225951,474.0,482.25,473.5,474.95,2023-08-10,0.8179929689996805,567.5,578.9,560.0,568.85,2023-09-11,0.67193991690636,526.95,529.25,516.5,523.15,2023-11-08,0.8231064237775649,570.3,576.0,541.0,570.45,2024-02-06,0.2542345797379355,474.0,475.0,386.3,392.45,2024-05-13,8,9,False
HINDCOPPER,2025-12-08,372.0,378.4,361.1,363.5,64.00587346423433,63.49291623503812,34.48026012396602,45.59516307922243,1.0909215955983491,-0.017744154057771633,0.43686382393397505,122.0,,0.045254470426409954,382.0,389.7,375.15,379.95,2025-12-15,0.10976616231086656,394.5,408.9,394.2,403.4,2025-12-22,0.5165061898211829,574.8,575.0,548.0,551.25,2026-01-07,0.5951856946354883,587.4,601.15,575.75,579.85,2026-02-06,0.4870701513067399,549.8,551.35,534.65,540.55,2026-03-09,0.3876203576341126,500.95,512.0,496.4,504.4,2026-04-07,0.3924346629986244,512.0,521.65,503.15,506.15,2026-06-08,,,,,,,,,,,,,4,9,False
